0.293230 0.553394 0.907870 0.734654 0.785994 0.385697 0.151140 0.386190 0.072781 0.592644 0.084418 0.933589 0.675089 0.674632 0.870588 0.457526 0.932038 0.430293 0.517962 0.804076 0.226833 0.450879 0.474069 0.156437 0.517660 0.739491 0.977845 0.897265 0.361433 0.326538 0.811220 0.996929 0.107870 0.158598 0.477466 0.914746 0.243144 0.459316 0.810477 0.493275 0.243967 0.350172 0.005052 0.796241 0.436814 0.272775 0.093154 0.748013 0.112030 0.592232 0.182942 0.908346 0.002507 0.819255 0.924505 0.327779 0.127582 0.000532 0.732284 0.328049 0.930219 0.357721 0.664737 0.735860 0.808354 0.256889 0.530434 0.570101 0.830526 0.811926 0.322404 0.331116 0.510274 0.685027 0.251508 0.830326 0.050543 0.820734 0.732190 0.960016 0.432997 0.554736 0.853451 0.104016 0.595908 0.653457 0.893504 0.408322 0.653684 0.374525 0.892679 0.564992 0.202777 0.827786 0.108042 0.801614 0.196273 0.996487 0.286502 0.249649 0.008429 0.797385 0.268040 0.458558 0.348215 0.192053 0.288883 0.398758 0.012787 0.021074 0.358774 0.344438 0.210752 0.964803 0.684262 0.738150 0.005878 0.195774 0.571743 0.701837 0.508948 0.630702 0.758989 0.852616 0.207541 0.260265 0.563389 0.470494 
0.000000 0.785377 0.329331 0.213585 0.699659 0.246323 0.042793 0.406245 0.863649 0.163705 0.908794 0.256883 0.818538 0.517248 0.186527 0.225402 0.603710 0.906062 0.056356 0.467180 0.458679 0.407516 0.118371 0.667418 0.988519 0.224576 0.444613 0.815993 0.794813 0.994430 0.497921 0.394002 0.779807 0.827253 0.607587 0.479466 0.073575 0.650380 0.885711 0.937224 0.814085 0.794504 0.194107 0.632623 0.311752 0.380634 0.858026 0.915463 0.286696 0.914382 0.382643 0.745375 0.321898 0.501014 0.412793 0.310417 0.725590 0.857406 0.126410 0.520403 0.851836 0.624331 0.914405 0.631642 0.451584 0.521992 0.111108 0.525159 0.172372 0.996819 0.462383 0.986457 0.791323 0.656490 0.619080 0.103076 0.037124 0.477106 0.018538 0.323820 0.391488 0.401181 0.069195 0.713386 0.902195 0.481988 0.023802 0.627785 0.339394 0.150212 0.148188 0.191229 0.774543 0.062593 0.822871 0.226126 0.584585 0.933980 0.751285 0.756957 0.930798 0.213668 0.743414 0.722122 0.870158 0.362495 0.825197 0.907283 0.839601 0.843736 0.231103 0.231088 0.244917 0.300297 0.944474 0.147112 0.782285 0.968276 0.774897 0.121679 0.118488 0.923085 0.312909 0.893031 0.985678 0.135780 0.119157 0.570263 
0.000000 0.000000 0.641563 0.193203 0.331079 0.586636 0.236679 0.718397 0.836164 0.729711 0.975699 0.244608 0.083411 0.244843 0.807366 0.766917 0.681003 0.870819 0.536278 0.090295 0.695284 0.297027 0.359710 0.135011 0.154092 0.796621 0.791617 0.064122 0.872887 0.814828 0.060198 0.546740 0.492895 0.299577 0.494875 0.168552 0.788657 0.309528 0.119421 0.089875 0.402715 0.297544 0.704192 0.372676 0.835621 0.129790 0.914080 0.775545 0.298025 0.013967 0.270215 0.583223 0.756553 0.767243 0.501704 0.008635 0.754197 0.502712 0.229152 0.631492 0.783237 0.529382 0.259131 0.276132 0.828960 0.754006 0.444684 0.617617 0.177433 0.009800 0.671020 0.904894 0.260646 0.706064 0.517765 0.225386 0.200789 0.736521 0.149663 0.334893 0.750705 0.671890 0.646906 0.721842 0.414900 0.172659 0.698856 0.668560 0.359282 0.694447 0.538057 0.050577 0.937351 0.288853 0.616157 0.160590 0.868444 0.262876 0.439850 0.786888 0.548873 0.411323 0.488347 0.052995 0.058333 0.959020 0.559212 0.061560 0.173688 0.548054 0.430896 0.273719 0.195906 0.838648 0.880874 0.417679 0.416396 0.925447 0.560678 0.207960 0.531203 0.332652 0.733141 0.858321 0.300532 0.409991 0.016874 0.572676 
0.000000 0.000000 0.000000 0.563978 0.920898 0.644386 0.005688 0.015845 0.743963 0.432872 0.918349 0.946500 0.281439 0.184219 0.707363 0.073826 0.457812 0.261083 0.766931 0.252522 0.466840 0.972532 0.388319 0.867451 0.818607 0.513765 0.075711 0.579660 0.729666 0.430509 0.106332 0.391837 0.789899 0.559134 0.187656 0.060372 0.007865 0.178196 0.063949 0.646391 0.246916 0.674763 0.675714 0.116457 0.522215 0.786069 0.993655 0.608210 0.883761 0.665850 0.819678 0.428457 0.566768 0.973770 0.013076 0.721077 0.380678 0.348845 0.862187 0.747750 0.550829 0.985349 0.547517 0.250976 0.061301 0.119875 0.921439 0.056347 0.904481 0.283312 0.353836 0.437374 0.271824 0.996970 0.730611 0.527864 0.769126 0.661032 0.461730 0.423483 0.792275 0.025440 0.488040 0.698990 0.312201 0.311122 0.715100 0.915405 0.312204 0.840287 0.567582 0.960006 0.537407 0.080613 0.917000 0.561583 0.903087 0.975880 0.617929 0.807568 0.259191 0.971766 0.244942 0.531016 0.968736 0.975553 0.058880 0.737862 0.636585 0.520610 0.161345 0.428860 0.546050 0.649384 0.127851 0.858251 0.960507 0.842950 0.773656 0.272710 0.683237 0.341238 0.232717 0.220645 0.421851 0.149717 0.782227 0.324938 
0.000000 0.000000 0.000000 0.000000 0.863469 0.552617 0.351160 0.651191 0.208739 0.581002 0.106205 0.777195 0.580639 0.064581 0.003772 0.150235 0.094854 0.883551 0.695330 0.574857 0.396791 0.857964 0.526249 0.845341 0.279922 0.596092 0.675474 0.641747 0.328222 0.184433 0.005341 0.522855 0.251513 0.959366 0.833126 0.818551 0.828697 0.061986 0.235137 0.231718 0.987484 0.318963 0.187591 0.432510 0.903339 0.207703 0.722989 0.852322 0.714445 0.600513 0.875274 0.590975 0.954371 0.692375 0.270274 0.972551 0.476407 0.575623 0.318232 0.504278 0.330867 0.256558 0.609514 0.165147 0.482990 0.463023 0.893984 0.246878 0.841940 0.999094 0.622572 0.795692 0.738394 0.575981 0.158294 0.964378 0.405651 0.815799 0.694000 0.120096 0.416312 0.569274 0.711071 0.370683 0.261648 0.981345 0.343235 0.738055 0.556967 0.661467 0.242333 0.887834 0.918025 0.851847 0.052981 0.401015 0.314870 0.946965 0.647893 0.156809 0.946058 0.270465 0.952501 0.684452 0.846447 0.110796 0.648830 0.252098 0.926594 0.342830 0.372194 0.342906 0.912104 0.083265 0.713589 0.173752 0.064610 0.056824 0.911807 0.621577 0.718291 0.154140 0.509412 0.636316 0.192335 0.552969 0.201983 0.523637 
0.000000 0.000000 0.000000 0.000000 0.000000 0.586566 0.729023 0.265844 0.734673 0.685810 0.326183 0.455296 0.303516 0.679299 0.905709 0.460415 0.943495 0.793034 0.164422 0.006999 0.730771 0.923353 0.218094 0.414726 0.660746 0.106135 0.544589 0.880892 0.124620 0.046923 0.258930 0.102802 0.497966 0.669693 0.331714 0.922662 0.460198 0.772320 0.150832 0.574685 0.811219 0.298496 0.002511 0.265354 0.077981 0.663113 0.051792 0.764461 0.415665 0.880171 0.692110 0.098818 0.646800 0.522688 0.558298 0.413761 0.500928 0.547054 0.518407 0.703500 0.846294 0.709786 0.253234 0.328726 0.347456 0.489734 0.263633 0.301654 0.384573 0.407879 0.033572 0.284592 0.235498 0.983907 0.385298 0.865616 0.467955 0.615816 0.053628 0.539809 0.230733 0.993131 0.248072 0.368477 0.923065 0.980536 0.504986 0.419625 0.080534 0.657578 0.506959 0.579415 0.004763 0.774870 0.556858 0.007317 0.954063 0.713562 0.194133 0.773501 0.925956 0.237417 0.052327 0.928632 0.272144 0.197259 0.016878 0.594749 0.383326 0.735106 0.056818 0.750457 0.539028 0.598675 0.353910 0.099706 0.326981 0.083102 0.151357 0.124855 0.946671 0.901814 0.663883 0.545345 0.255724 0.763589 0.884271 0.777910 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.392952 0.448292 0.783641 0.175237 0.416568 0.558538 0.296916 0.535056 0.481624 0.609825 0.428087 0.339530 0.548516 0.069743 0.128995 0.401020 0.730159 0.828037 0.435484 0.192359 0.846043 0.657540 0.087069 0.030745 0.482335 0.716452 0.738320 0.368926 0.044147 0.707903 0.941352 0.429109 0.098781 0.867721 0.908224 0.385400 0.363736 0.519643 0.006881 0.737827 0.544296 0.481675 0.665192 0.913435 0.639166 0.646295 0.260519 0.919704 0.962751 0.067076 0.268411 0.528200 0.337395 0.219684 0.926848 0.689805 0.481285 0.536053 0.048809 0.544344 0.981048 0.015235 0.170504 0.903396 0.321409 0.689951 0.719014 0.018814 0.931928 0.273828 0.126373 0.560097 0.793933 0.741336 0.482525 0.180532 0.525298 0.814071 0.480524 0.488050 0.881146 0.748934 0.016249 0.405913 0.646841 0.192914 0.862950 0.364960 0.812904 0.416012 0.101959 0.152657 0.980285 0.133765 0.803157 0.977015 0.243144 0.884587 0.817134 0.280346 0.522297 0.240729 0.791556 0.509917 0.523524 0.077623 0.691873 0.269362 0.472454 0.180709 0.989160 0.221532 0.203311 0.143939 0.761022 0.496174 0.730823 0.614998 0.063065 0.691598 0.766485 0.138407 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.625294 0.580354 0.376366 0.430073 0.970616 0.440838 0.082173 0.230793 0.661428 0.690808 0.802071 0.983662 0.020958 0.740145 0.538531 0.394007 0.379605 0.621942 0.348693 0.913956 0.635496 0.781332 0.900484 0.459599 0.531296 0.934590 0.290276 0.814251 0.148196 0.795605 0.221211 0.057276 0.178788 0.324721 0.573282 0.105599 0.450589 0.802330 0.898987 0.157360 0.169260 0.091250 0.895401 0.856225 0.687011 0.603616 0.775930 0.573974 0.742599 0.888656 0.476322 0.908994 0.654652 0.008810 0.579283 0.711898 0.606388 0.902508 0.773566 0.240206 0.250058 0.020164 0.848681 0.299076 0.275277 0.493202 0.237530 0.819015 0.319400 0.059581 0.043756 0.193028 0.345766 0.814701 0.688627 0.345717 0.161422 0.464557 0.919691 0.904022 0.353213 0.313939 0.396160 0.194283 0.025489 0.712836 0.958272 0.192725 0.098139 0.080591 0.437558 0.222509 0.641726 0.720889 0.039689 0.059932 0.050536 0.599873 0.273650 0.522401 0.705685 0.102137 0.775648 0.633919 0.611984 0.175802 0.158031 0.341868 0.876224 0.694309 0.479489 0.883491 0.268882 0.875649 0.032847 0.242286 0.980191 0.518319 0.808751 0.716055 0.405905 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.971694 0.687858 0.119860 0.347455 0.345045 0.088256 0.622332 0.293210 0.947095 0.603931 0.685244 0.311509 0.020862 0.045566 0.044042 0.497480 0.707049 0.677507 0.993411 0.469043 0.213606 0.000596 0.001427 0.474258 0.900091 0.140043 0.226161 0.256114 0.917824 0.624359 0.358940 0.149022 0.817047 0.004176 0.092700 0.927410 0.965855 0.863889 0.745348 0.988629 0.018462 0.142932 0.047942 0.773716 0.683041 0.921310 0.330613 0.949514 0.126391 0.428642 0.920195 0.560450 0.040986 0.735530 0.738833 0.528773 0.936249 0.507622 0.667500 0.619169 0.902715 0.932169 0.347462 0.485620 0.145977 0.197166 0.947497 0.248596 0.129756 0.251937 0.170261 0.839599 0.303051 0.364046 0.475871 0.206914 0.010757 0.484229 0.549438 0.069077 0.486605 0.784186 0.767354 0.866080 0.038952 0.248628 0.201492 0.502288 0.709649 0.808658 0.443563 0.849223 0.265394 0.604666 0.009301 0.411371 0.801832 0.956798 0.659967 0.931588 0.208734 0.830227 0.771187 0.511786 0.194274 0.247058 0.718699 0.205030 0.731287 0.268137 0.274107 0.217892 0.052323 0.041462 0.083972 0.091274 0.290089 0.285464 0.593562 0.999738 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.477527 0.530637 0.926706 0.489083 0.268633 0.489884 0.070165 0.481958 0.949670 0.665442 0.796142 0.350046 0.422663 0.820163 0.696177 0.284077 0.455910 0.260839 0.342838 0.312614 0.835538 0.300911 0.530234 0.262000 0.938418 0.237425 0.633772 0.513294 0.315951 0.130000 0.892484 0.282381 0.478138 0.239042 0.271541 0.699670 0.442354 0.415480 0.460691 0.584453 0.859973 0.252571 0.340082 0.573299 0.348327 0.333922 0.593391 0.419473 0.999683 0.732530 0.468722 0.462855 0.811882 0.662471 0.755122 0.448588 0.792693 0.705116 0.772564 0.122547 0.265319 0.450887 0.764081 0.345644 0.760343 0.267527 0.129022 0.637184 0.677827 0.882202 0.200822 0.629843 0.410199 0.775472 0.723052 0.758526 0.109395 0.316443 0.177999 0.109078 0.048973 0.646721 0.571933 0.860855 0.309192 0.327055 0.309443 0.101885 0.032171 0.082007 0.224432 0.297490 0.532894 0.988513 0.643134 0.293237 0.256040 0.772156 0.930421 0.933866 0.654357 0.131243 0.563710 0.064557 0.906715 0.286761 0.823083 0.016110 0.603204 0.001082 0.125187 0.652177 0.647802 0.697120 0.513031 0.956994 0.024175 0.822474 0.058880 
